source,slug,name,name_zh_hans,category,source_page
infipoke_pokopia_items_zh_hans,rarepokemetalfragment,Rare Pokémetal fragment,稀有宝可金属碎片,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,crystalfragment,Crystal fragment,水晶碎片,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,lumber,Lumber,木材,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,brick,Brick,砖块,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,copperingot,Copper ingot,铜锭,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,ironingot,Iron ingot,铁锭,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,goldingot,Gold ingot,金锭,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokemetal,Pokémetal,宝可梦金属,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,rarepokemetal,Rare Pokémetal,稀有宝可梦金属,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,glass,Glass,玻璃,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,concrete,Concrete,混凝土,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,paper,Paper,纸,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,tinkagear,Tinkagear,叮当齿轮,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,strangestrings,Strange strings,奇异丝线,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,armorfragment,Armor fragment,铠甲碎片,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stardust,Stardust,星星沙子,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,redpaint,Red paint,红色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,bluepaint,Blue paint,蓝色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,greenpaint,Green paint,绿色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,yellowpaint,Yellow paint,黄色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pinkpaint,Pink paint,粉色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cyanpaint,Cyan paint,青色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,whitepaint,White paint,白色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,blackpaint,Black paint,黑色颜料,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mossystone,Mossy Stone,苔藓石,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,sturdystick(outdoor),Sturdy stick (outdoor),坚固树枝（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stone(outdoor),Stone (outdoor),石头（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,glowingmushrooms(outdoor),Glowing mushrooms (outdoor),发光蘑菇（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seaweed(outdoor),Seaweed (outdoor),海藻（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seashell(outdoor),Seashell (outdoor),贝壳（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seaglassfragments(outdoor),Sea glass fragments (outdoor),海玻璃碎片（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cavemushrooms(outdoor),Cave mushrooms (outdoor),洞穴蘑菇（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wastepaper(outdoor),Wastepaper (outdoor),废纸（户外）,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cottonspores,Cotton Spores,棉花孢子,Materials,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,leppaberry,Leppa Berry,苹野果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chestoberry,Chesto Berry,零余果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,rawstberry,Rawst Berry,莓莓果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,aspearberry,Aspear Berry,木子果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pechaberry,Pecha Berry,桃桃果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,lumberry,Lum Berry,利木果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,bean,Bean,豆子,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,tomato,Tomato,番茄,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wheat,Wheat,小麦,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,potato,Potato,马铃薯,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,freshcarrot,Fresh carrot,成熟的胡萝卜,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seaweed,Seaweed,海藻,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cavemushrooms,Cave mushrooms,成熟的蘑菇,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,simplesalad,Simple salad,原味沙拉,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,leppasalad,Leppa salad,苹野沙拉,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seaweedsalad,Seaweed salad,海藻沙拉,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,shreddedsalad,Shredded salad,丝丝沙拉,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,crushed-berrysalad,Crushed-berry salad,捣捣沙拉,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,croutonsalad,Crouton salad,面包丁沙拉,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,simplesoup,Simple soup,原味汤,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,seaweedsoup,Seaweed soup,海藻汤,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mushroomsoup,Mushroom soup,蘑菇汤,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,electrifyingsoup,Electrifying soup,电电汤,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,healthysoup,Healthy soup,药膳汤,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,flavorfulsoup,Flavorful soup,多滋汤,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,simplebread,Simple bread,原味面包,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,leppabread,Leppa bread,苹野面包,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,carrotbread,Carrot bread,胡萝卜面包,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,recycledbread,Recycled bread,重制面包,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,fluffybread,Fluffy bread,松软面包,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,breadbowl,Bread bowl,热腾腾的浓汤面包,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,simplehamburgersteak,Simple hamburger steak,原味汉堡排,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mushroomhamburgersteak,Mushroom hamburger steak,蘑菇汉堡排,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,tomatohamburgersteak,Tomato hamburger steak,番茄汉堡排,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,potatohamburgersteak,Potato hamburger steak,马铃薯汉堡排,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,bitterhamburgersteak,Bitter hamburger steak,成熟滋味汉堡排,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,vibranthamburgersteak,Vibrant hamburger steak,多彩汉堡排,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,bruisedberry,Bruised berry,受伤树果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,commoncandy,Common candy,普通糖果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,rarecandy,Rare Candy,神奇糖果,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,curryandrice,Curry and rice,咖喱饭,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,freshwater,Fresh Water,美味之水,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,sodapop,Soda Pop,苏打汽水,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,moomoomilkcoffee,Moomoo Milk Coffee,哞哞牛奶咖啡,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,roseradetea,Roserade Tea,罗丝雷朵茶,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chilisauce,Chili sauce,辣酱,Food,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,storagebox,Storage box,收纳箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wallstoragebox,Wall storage box,壁挂收纳箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,bigstoragebox,Big storage box,大型收纳箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plainchest,Plain chest,朴素木箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,officecabinet,Office cabinet,办公柜,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gamingfridge,Gaming fridge,电竞冰箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokeballchest,Poké Ball Chest,精灵球宝箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,berrycase,Berry case,树果箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquechest,Antique chest,古董宝箱,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plaincloset,Plain closet,朴素衣柜,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,officelocker,Office locker,办公储物柜,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquecloset,Antique closet,古董衣柜,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,officeshelf,Office shelf,办公置物架,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,polygonalshelf,Polygonal Shelf,多边形架子,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,strawtable,Straw table,草编桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,logtable,Log table,原木桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,sidetable,Side table,边桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gardentable,Garden table,庭院桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,woodentable,Wooden table,木桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,counter,Counter,柜台,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wall-mountedtable,Wall-mounted table,壁挂桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokemoncentercounter,Pokémon Center counter,宝可梦中心柜台,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,kitchentable,Kitchen table,厨房桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pushcart,Push cart,推车,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,exhibitionstand,Exhibition stand,展示架,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mysteriouspedestal,Mysterious pedestal,神秘台座,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plainstand,Plain stand,朴素展架,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,ironstand,Iron stand,铁架,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,foodcounter,Food counter,餐点柜台,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plaintable,Plain table,朴素桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquetable,Antique table,古董桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,industrialdesk,Industrial desk,工业风书桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,irontable,Iron table,铁桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,officedesk,Office desk,办公桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,studydesk,Study desk,学习桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cutetable,Cute table,可爱桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,ironrack,Iron rack,铁架,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,resorttable,Resort table,度假风桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chictable,Chic table,时尚桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,poparttable,Pop art table,波普艺术桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokeballtable,Poké Ball table,精灵球桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,berrytable,Berry table,树果桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stonetable,Stone table,石桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,luxurytable,Luxury table,豪华桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,officetable,Office table,办公室桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,avaluggtable,Avalugg Table,冰岩怪桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,strawstool,Straw stool,草编凳,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,berrychair,Berry chair,树果椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,simplecushion,Simple cushion,简易坐垫,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,logchair,Log chair,原木椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plainstool,Plain stool,朴素凳,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,resortstool,Resort stool,度假风凳,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stylishstool,Stylish stool,时尚凳,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,industrialchair,Industrial chair,工业风椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,waterproofseat,Waterproof seat,防水座椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,woodenstool,Wooden stool,木凳,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,ironchair,Iron chair,铁椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,publicseat,Public seat,公共座椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,softseat,Soft seat,柔软座椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,boxsofa,Box Sofa,箱型沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plainchair,Plain chair,朴素椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,resortchair,Resort chair,度假风椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chicchair,Chic chair,时尚椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,fancychair,Fancy chair,华丽椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquechair,Antique Chair,古董椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,spectatorchair,Spectator chair,观众椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,luxurychair,Luxury chair,豪华椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gardenchair,Garden chair,庭院椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,foldingchair,Folding chair,折叠椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,officechair,Office chair,办公椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cutechair,Cute chair,可爱椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,popartchair,Pop art chair,波普艺术椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gamingchair,Gaming chair,电竞椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,woodenbench,Wooden bench,木长椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,stonebench,Stone bench,石长椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plainsofa,Plain sofa,朴素沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,resortsofa,Resort sofa,度假风沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,chicsofa,Chic sofa,时尚沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquesofa,Antique sofa,古董沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,ironbench,Iron bench,铁长椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,industrialbench,Industrial bench,工业风长椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,luxurysofa,Luxury sofa,豪华沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gardenbench,Garden bench,庭院长椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cutesofa,Cute sofa,可爱沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,popartsofa,Pop art sofa,波普艺术沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokeballsofa,Poké Ball Sofa,精灵球沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pikachusofa,Pikachu sofa,皮卡丘沙发,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,logbed,Log Bed,原木床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,miniplainbed,Mini plain bed,迷你简易床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,resortbed,Resort bed,度假风床铺,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,ironbed,Iron bed,铁艺床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,deckchair,Deck chair,躺椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,beachchair,Beach chair,沙滩椅,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,strawbed,Straw bed,稻草床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,popartbed,Pop art bed,波普艺术床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,pokeballbed,Poké Ball bed,精灵球床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,berrybed,Berry bed,树果床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,woodenbed,Wooden Bed,木制床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plainbed,Plain bed,简易床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,resorthammock,Resort hammock,度假风吊床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,guest-roombed,Guest-room bed,客房床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquebed,Antique bed,古董床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,industrialbed,Industrial bed,工业风床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,luxurybed,Luxury bed,豪华床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cutebed,Cute bed,可爱床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,gamingbed,Gaming bed,电竞床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,naptimebed,Naptime bed,午睡床,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wallmirror,Wall mirror,壁挂镜,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,largemirror,Large mirror,大镜子,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,antiquedresser,Antique dresser,古董梳妆台,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,luxurydresser,Luxury dresser,豪华梳妆台,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,cutedresser,Cute dresser,可爱梳妆台,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,wigglymirror,Wiggly mirror,摆动镜子,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,flowertable,Flower table,花朵桌,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,flowercushion,Flower cushion,花朵坐垫,Furniture,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,woodenplate,Wooden plate,木盘子,Misc.,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,plate,Plate,盘子,Misc.,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,offeringdish,Offering dish,供奉皿,Misc.,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,partyplatter,Party platter,派对拼盘,Misc.,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,picnicbasket,Picnic basket,野餐篮,Misc.,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,mug,Mug,马克杯,Misc.,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,teaset,Tea set,茶具,Misc.,https://infipoke.com/zh/game/pokopia/items
infipoke_pokopia_items_zh_hans,tablesetting,Table setting,餐桌摆设,Misc.,https://infipoke.com/zh/game/pokopia/items
