kind,id,name,slug,description,category,tags,sources,event,inventory_status,collectible,order_key,order_value,trade_sell_value,trade_buy_value,trade_buy_quantity,life_coins,shop_level,mosslax,storage_capacity,habitat_item_category_ids,favorite_category_ids,image_url,variant_image_urls,source_page,source
placeable_item,198,Fresh carrot,fresh-carrot,You can harvest these spicy carrots by pulling up on their leaves. Restores some PP when eaten.,Food,"[""Food""]","[""Pull carrot leaves""]",,in-collection,,food_order,11,20,,,,,Increase Pokemon Spawns (Weak),,[],[2235],https://pokopiadex.com/images/items/item_ui/fresh-carrot.png,[],https://pokopiadex.com/items/fresh-carrot,pokopiadex_items_in_collection
placeable_item,56,Seaweed,seaweed,Seaweed that has washed ashore. Restores some PP when eaten.,Food,"[""Food""]","[""Beach"",""Area gate between Withered Wasteland and Bleak Beach""]",,in-collection,,food_order,12,,,,,,Increase Pokemon Friendship (Weak),,[],[],https://pokopiadex.com/images/items/item_ui/seaweed.png,[],https://pokopiadex.com/items/seaweed,pokopiadex_items_in_collection
placeable_item,574,Cave mushrooms,cave-mushrooms,"Mushrooms that grow in damp places, such as caves or under shady trees. Restores some PP when eaten.",Food,"[""Food""]","[""Gifts from Pokemon""]",,in-collection,,food_order,13,,,,,,Increase Feather Drops (Weak),,[],[2205],https://pokopiadex.com/images/items/dream_ui/cave-mushrooms.png,[],https://pokopiadex.com/items/cave-mushrooms,pokopiadex_items_in_collection
placeable_item,729,Simple salad,simple-salad,An ordinary salad made with leaves. Powers up Leafage when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,14,,,,,,Increase Pokemon Friendship (Regular),,[],[],https://pokopiadex.com/images/items/item_ui/simple-salad.png,[],https://pokopiadex.com/items/simple-salad,pokopiadex_items_in_collection
placeable_item,1076,Leppa salad,leppa-salad,A sweet salad made with Leppa Berries. Powers up Leafage when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,15,,,,,,Increase Artifact Spawns (Strong),,[],[2240],https://pokopiadex.com/images/items/item_ui/leppa-salad.png,[],https://pokopiadex.com/items/leppa-salad,pokopiadex_items_in_collection
placeable_item,1093,Seaweed salad,seaweed-salad,A bitter-tasting salad made with seaweed. Powers up Leafage when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,16,,,,,,Increase Rare Items (Strong),,[],[2197],https://pokopiadex.com/images/items/item_ui/seaweed-salad.png,[],https://pokopiadex.com/items/seaweed-salad,pokopiadex_items_in_collection
placeable_item,1094,Shredded salad,shredded-salad,A sour salad made with finely chopped leaves. Powers up Leafage when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,17,,,,,,Increase Shop Quality & Discounts (Strong),,[],[2234],https://pokopiadex.com/images/items/item_ui/shredded-salad.png,[],https://pokopiadex.com/items/shredded-salad,pokopiadex_items_in_collection
placeable_item,1095,Crushed-berry salad,crushed-berry-salad,"A salad with a dry flavor, made with crushed Chesto Berries. Powers up Leafage when eaten.",Food,"[""Food""]",[],,in-collection,,food_order,18,,,,,,Increase Feather Drops (Strong),,[],[2205],https://pokopiadex.com/images/items/item_ui/crushed-berry-salad.png,[],https://pokopiadex.com/items/crushed-berry-salad,pokopiadex_items_in_collection
placeable_item,1077,Crouton salad,crouton-salad,A spicy salad with a delightfully crunchy texture. Powers up Leafage when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,19,,,,,,Increase Pokemon Spawns (Strong),,[],[2235],https://pokopiadex.com/images/items/item_ui/crouton-salad.png,[],https://pokopiadex.com/items/crouton-salad,pokopiadex_items_in_collection
placeable_item,1078,Simple soup,simple-soup,An ordinary soup made with Fresh Water. Powers up Water Gun when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,20,,,,,,Increase Pokemon Friendship (Regular),,[],[],https://pokopiadex.com/images/items/item_ui/simple-soup.png,[],https://pokopiadex.com/items/simple-soup,pokopiadex_items_in_collection
placeable_item,858,Seaweed soup,seaweed-soup,A bitter-tasting soup made with seaweed. Powers up Water Gun when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,21,,,,,,Increase Rare Items (Strong),,[],[2197],https://pokopiadex.com/images/items/item_ui/seaweed-soup.png,[],https://pokopiadex.com/items/seaweed-soup,pokopiadex_items_in_collection
placeable_item,1079,Mushroom soup,mushroom-soup,A soup with a dry flavor made with mushroom broth.,Food,"[""Food""]",[],,in-collection,,food_order,22,,,,,,Increase Feather Drops (Strong),,[],[2205],https://pokopiadex.com/images/items/item_ui/mushroom-soup.png,[],https://pokopiadex.com/items/mushroom-soup,pokopiadex_items_in_collection
placeable_item,1091,Electrifying soup,electrifying-soup,A shockingly spicy soup.. Powers up Water Gun when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,23,,,,,,Increase Pokemon Spawns (Strong),,[],[2235],https://pokopiadex.com/images/items/item_ui/electrifying-soup.png,[],https://pokopiadex.com/items/electrifying-soup,pokopiadex_items_in_collection
placeable_item,859,Healthy soup,healthy-soup,A spicy soup with an aromantic bean flavor. Powers up Water Gun when eaten!,Food,"[""Food""]",[],,in-collection,,food_order,24,,,,,,Increase Pokemon Spawns (Strong),,[],[2235],https://pokopiadex.com/images/items/item_ui/healthy-soup.png,[],https://pokopiadex.com/items/healthy-soup,pokopiadex_items_in_collection
placeable_item,1092,Flavorful soup,flavorful-soup,A sour soup bursting with flavor. Powers up Water Gun when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,25,,,,,,Increase Shop Quality & Discounts (Strong),,[],[2234],https://pokopiadex.com/images/items/item_ui/flavorful-soup.png,[],https://pokopiadex.com/items/flavorful-soup,pokopiadex_items_in_collection
placeable_item,748,Simple bread,simple-bread,Ordinary wheat bread. Powers up Cut when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,26,,,,,,Increase Pokemon Friendship (Regular),,[],[],https://pokopiadex.com/images/items/item_ui/simple-bread.png,[],https://pokopiadex.com/items/simple-bread,pokopiadex_items_in_collection
placeable_item,1080,Leppa bread,leppa-bread,Sour-tasting bread made with Leppa Berry jam. Powers up Cut when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,27,,,,,,Increase Shop Quality & Discounts (Strong),,[],[2234],https://pokopiadex.com/images/items/item_ui/leppa-bread.png,[],https://pokopiadex.com/items/leppa-bread,pokopiadex_items_in_collection
placeable_item,1081,Carrot bread,carrot-bread,Spicy bread with an intense carrot flavor. Powers up Cut when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,28,,,,,,Increase Pokemon Spawns (Strong),,[],[2235],https://pokopiadex.com/images/items/item_ui/carrot-bread.png,[],https://pokopiadex.com/items/carrot-bread,pokopiadex_items_in_collection
placeable_item,1088,Recycled bread,recycled-bread,Bitter-tasting bread made by reusing other bread. Powers up Cut when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,29,,,,,,Increase Rare Items (Strong),,[],[2197],https://pokopiadex.com/images/items/item_ui/recycled-bread.png,[],https://pokopiadex.com/items/recycled-bread,pokopiadex_items_in_collection
placeable_item,1089,Fluffy bread,fluffy-bread,Sweet bread made with Pecha Berries. Powers up cut when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,30,,,,,,Increase Artifact Spawns (Strong),,[],[2240],https://pokopiadex.com/images/items/item_ui/fluffy-bread.png,[],https://pokopiadex.com/items/fluffy-bread,pokopiadex_items_in_collection
placeable_item,1090,Bread bowl,bread-bowl,Spicy bread that's delicious even when burnt. Powers up Cut when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,31,,,,,,Increase Pokemon Spawns (Strong),,[],[2235],https://pokopiadex.com/images/items/item_ui/bread-bowl.png,[],https://pokopiadex.com/items/bread-bowl,pokopiadex_items_in_collection
placeable_item,1082,Simple hamburger steak,simple-hamburger-steak,"An ordinary hamburger steak, made with beans. Powers up Rock Smash when eaten.",Food,"[""Food""]",[],,in-collection,,food_order,32,,,,,,Increase Pokemon Friendship (Regular),,[],[],https://pokopiadex.com/images/items/item_ui/simple-hamburger-steak.png,[],https://pokopiadex.com/items/simple-hamburger-steak,pokopiadex_items_in_collection
placeable_item,1084,Mushroom hamburger steak,mushroom-hamburger-steak,"A hamburger steak with an intensely dry, mushroomy flavor. Powers up Rock Smash when eaten.",Food,"[""Food""]",[],,in-collection,,food_order,33,,,,,,Increase Feather Drops (Strong),,[],[2205],https://pokopiadex.com/images/items/item_ui/mushroom-hamburger-steak.png,[],https://pokopiadex.com/items/mushroom-hamburger-steak,pokopiadex_items_in_collection
placeable_item,1085,Tomato hamburger steak,tomato-hamburger-steak,A hamburger steak that brings out the sour flavor of its ingredients.. Powers up Rock Smash when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,34,,,,,,Increase Shop Quality & Discounts (Strong),,[],[2234],https://pokopiadex.com/images/items/item_ui/tomato-hamburger-steak.png,[],https://pokopiadex.com/items/tomato-hamburger-steak,pokopiadex_items_in_collection
placeable_item,1086,Potato Hamburger Steak,potato-hamburger-steak,A satisfyingly sweet hamburger steak. Powers up Rock Smash a lot when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,35,,,,,,Increase Artifact Spawns (Strong),,[],[2240],https://pokopiadex.com/images/items/item_ui/potato-hamburger-steak.png,[],https://pokopiadex.com/items/potato-hamburger-steak,pokopiadex_items_in_collection
placeable_item,1083,Bitter hamburger steak,bitter-hamburger-steak,A bitter-tasting hamburger steak topped with leaves.,Food,"[""Food""]",[],,in-collection,,food_order,36,,,,,,Increase Rare Items (Strong),,[],[2197],https://pokopiadex.com/images/items/item_ui/bitter-hamburger-steak.png,[],https://pokopiadex.com/items/bitter-hamburger-steak,pokopiadex_items_in_collection
placeable_item,1087,Vibrant hamburger steak,vibrant-hamburger-steak,A hamburger steak made with lots of ingredients. Powers up Rock Smash a lot when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,37,,,,,,Increase Pokemon Friendship (Strong),,[],[],https://pokopiadex.com/images/items/item_ui/vibrant-hamburger-steak.png,[],https://pokopiadex.com/items/vibrant-hamburger-steak,pokopiadex_items_in_collection
placeable_item,1579,Bruised berry,bruised-berry,A bruised berry you got from Chef Dente. Restores a bit of PP when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,38,,,,,,Increase Pokemon Friendship (Weak),,[],[],https://pokopiadex.com/images/items/item_ui/bruised-berry.png,[],https://pokopiadex.com/items/bruised-berry,pokopiadex_items_in_collection
placeable_item,2043,Common candy,common-candy,A piece of candy you got from Chef Dente. Restores some PP when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,39,,,,,,,,[],[2240],https://pokopiadex.com/images/items/item_ui/common-candy.png,[],https://pokopiadex.com/items/common-candy,pokopiadex_items_in_collection
placeable_item,2044,Rare Candy,rare-candy,A Rare Candy you got from Chef Dente. Restores a lot of PP when eaten.,Food,"[""Food""]",[],,in-collection,,food_order,40,,,,,,,,[],[2240],https://pokopiadex.com/images/items/item_ui/rare-candy.png,[],https://pokopiadex.com/items/rare-candy,pokopiadex_items_in_collection
placeable_item,1581,Curry and rice,curry-and-rice,An absolutely essential meal for any party. Enjoy some tasty food alongside other Pokémon!,Food,"[""Food""]",[],,in-collection,,food_order,41,,,,,,Increase Pokemon Spawns (Strong),,[],[2235],https://pokopiadex.com/images/items/item_ui/curry-and-rice.png,[],https://pokopiadex.com/items/curry-and-rice,pokopiadex_items_in_collection
placeable_item,770,Fresh Water,fresh-water,Delicious water that's perfect for making soup. Drink some and spit it out to make things wet.,Food,"[""Food""]","[""Red Pokeball near mine entrance in Rocky Ridges""]",,in-collection,,food_order,42,,,,50-300,,Increase Pokemon Friendship (Weak),,[],[],https://pokopiadex.com/images/items/item_ui/fresh-water.png,[],https://pokopiadex.com/items/fresh-water,pokopiadex_items_in_collection
placeable_item,1582,Soda Pop,soda-pop,"Fizzy, sparkling soda. If you take a sip and spit it out, it becomes seawater.",Food,"[""Food""]",[],,in-collection,,food_order,43,,,,,,Increase Feather Drops (Weak),,[],[2205],https://pokopiadex.com/images/items/item_ui/soda-pop.png,[],https://pokopiadex.com/items/soda-pop,pokopiadex_items_in_collection
placeable_item,243,Moomoo Milk coffee,moomoo-milk-coffee,"Milky coffee with a comfortingly sweet taste. If you take a sip and spit it out, it becomes muddy water!",Food,"[""Food""]","[""Vending machine""]",,in-collection,,food_order,44,,,,,,Increase Artifact Spawns (Weak),,[],[2240],https://pokopiadex.com/images/items/item_ui/moomoo-milk-coffee.png,[],https://pokopiadex.com/items/moomoo-milk-coffee,pokopiadex_items_in_collection
placeable_item,1111,Roserade Tea,roserade-tea,"Tea with a delicate, elegant aroma. If you take a sip and spit it out, it becomes a hot spring!",Food,"[""Food""]",[],,in-collection,,food_order,45,,,,,,Increase Rare Items (Weak),,[],[2197],https://pokopiadex.com/images/items/item_ui/roserade-tea.png,[],https://pokopiadex.com/items/roserade-tea,pokopiadex_items_in_collection
placeable_item,1583,Chili sauce,chili-sauce,"Sauce with an enticingly spicy flavor. If you take a sip and spit it out, it becomes lava!",Food,"[""Food""]",[],,in-collection,,food_order,46,,,,,,Increase Pokemon Spawns (Weak),,[],[2235],https://pokopiadex.com/images/items/item_ui/chili-sauce.png,[],https://pokopiadex.com/items/chili-sauce,pokopiadex_items_in_collection
placeable_item,26,Honey,honey,"Sweet-smelling honey. If you spread some where a Pokémon lives, that Pokémon will return home.",Materials,[],"[""Inspect shiny flowers""]",,in-collection,,materials_order,1,100,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/honey.png,[],https://pokopiadex.com/items/honey,pokopiadex_items_in_collection
placeable_item,18,Sturdy stick,sturdy-stick,A branch that fell off a tree somewhere. Perfect for making various toys and everyday items.,Materials,[],"[""Headbutt trees"",""Near withered trees""]",,in-collection,,materials_order,2,10,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/sturdy-stick.png,[],https://pokopiadex.com/items/sturdy-stick,pokopiadex_items_in_collection
placeable_item,32,Stone,stone,Just a normal stone you can find anywhere. It can be used as a material for a lot of different things.,Materials,[],"[""Use Rock Smash on stone blocks"",""inspect shiny water ripples""]",,in-collection,,materials_order,3,15,,,,,,,[],"[2213,2238]",https://pokopiadex.com/images/items/item_ui/stone.png,[],https://pokopiadex.com/items/stone,pokopiadex_items_in_collection
placeable_item,45,Leaf,leaf,"A lush, vivid green leaf that you can obtain by cutting trees and grass.",Materials,[],"[""Cut grass with Cut ability"",""Inspect shiny water spot""]",,in-collection,,materials_order,4,10,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/leaf.png,[],https://pokopiadex.com/items/leaf,pokopiadex_items_in_collection
placeable_item,22,Small log,small-log,"These can be processed into lumber, but they can also be used as is for certain crafting projects.",Materials,[],"[""Use Cut on wooden objects"",""Gifts from Pokemon""]",,in-collection,,materials_order,5,10,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/small-log.png,[],https://pokopiadex.com/items/small-log,pokopiadex_items_in_collection
placeable_item,265,Vine rope,vine-rope,"Obtained by cutting vines, which grow in caves and high-altitude areas.",Materials,[],"[""Gifts from Pokemon"",""Red Pokeball"",""Use Cut on vines""]",,in-collection,,materials_order,6,10,,,,,,,[],[2232],https://pokopiadex.com/images/items/dream_ui/vine-rope.png,[],https://pokopiadex.com/items/vine-rope,pokopiadex_items_in_collection
placeable_item,33,Glowing mushrooms,glowing-mushrooms,"Bioluminescent mushrooms. You can't eat them, but they'd probably make great lights!",Materials,[],"[""Inspect water near fountains"",""Caves"",""Gifts from Pokemon""]",,in-collection,,materials_order,7,20,,,,,,,[],[],https://pokopiadex.com/images/items/dream_ui/glowing-mushrooms.png,[],https://pokopiadex.com/items/glowing-mushrooms,pokopiadex_items_in_collection
placeable_item,39,Twine,twine,Obtained by destroying textile garbage. Bug-type Pokémon can also produce it.,Materials,[],"[""Use Cut on cloth objects""]",,in-collection,,materials_order,8,,,,50,,,,[],[2232],https://pokopiadex.com/images/items/dream_ui/twine.png,[],https://pokopiadex.com/items/twine,pokopiadex_items_in_collection
placeable_item,1105,Sea glass fragments,sea-glass-fragments,Pieces of glass that have been polished and buffed by ocean waves. They're used to make glass objects.,Materials,[],"[""Wash away mud with Water speciality Pokemon and Water Gun""]",,in-collection,,materials_order,9,,,,,,,,[],[2211],https://pokopiadex.com/images/items/dream_ui/sea-glass-fragments.png,[],https://pokopiadex.com/items/sea-glass-fragments,pokopiadex_items_in_collection
placeable_item,62,Seashell,seashell,A common seashell found on sandy beaches. This is useful material for building houses.,Materials,[],"[""Beach"",""Area gate between Withered Wasteland and Bleak Beach"",""inspect shiny water ripples""]",,in-collection,,materials_order,10,,,,,,,,[],[],https://pokopiadex.com/images/items/dream_ui/seashell.png,[],https://pokopiadex.com/items/seashell,pokopiadex_items_in_collection
placeable_item,678,Nonburnable garbage,nonburnable-garbage,Trash discarded here and there. Apparently some Pokémon are big fans of garbage.,Materials,[],"[""Area gate between Withered Wasteland and Bleak Beach""]",,in-collection,,materials_order,11,,,,,,,,[],[2209],https://pokopiadex.com/images/items/item_ui/nonburnable-garbage.png,[],https://pokopiadex.com/items/nonburnable-garbage,pokopiadex_items_in_collection
placeable_item,377,Squishy clay,squishy-clay,"A soft, malleable crafting material used for all sorts of things. It can also be fired and hardened into bricks!",Materials,[],"[""Use Rock Smash on clay blocks""]",,in-collection,,materials_order,12,10,200,10,,,,,[],[2233],https://pokopiadex.com/images/items/item_ui/squishy-clay.png,[],https://pokopiadex.com/items/squishy-clay,pokopiadex_items_in_collection
placeable_item,241,Fluff,fluff,An irresistibly soft tuft of fluff. Pokémon with the Litter specialty might scatter this.,Materials,[],[],,in-collection,,materials_order,13,,,,50,,,,[],"[2208,2229,2233]",https://pokopiadex.com/images/items/item_ui/fluff.png,[],https://pokopiadex.com/items/fluff,pokopiadex_items_in_collection
placeable_item,1110,Wastepaper,wastepaper,These look tough to craft in their current state. Try recycling them into regular paper.,Materials,[],[],,in-collection,,materials_order,14,,,,,,,,[],[2209],https://pokopiadex.com/images/items/item_ui/wastepaper.png,[],https://pokopiadex.com/items/wastepaper,pokopiadex_items_in_collection
placeable_item,81,Copper ore,copper-ore,"Raw mineral copper. When processed into ingots, it can be used as a crafting material.",Materials,[],"[""Use Rock Smash on copper ore"",""inspect shiny water ripples"",""Gifts from Pokemon""]",,in-collection,,materials_order,15,,,,,,,,[],[2222],https://pokopiadex.com/images/items/dream_ui/copper-ore.png,[],https://pokopiadex.com/items/copper-ore,pokopiadex_items_in_collection
placeable_item,981,Iron ore,iron-ore,Metal that can be obtained from iron deposits. It can also be found among metal debris.,Materials,[],"[""inspect shiny water ripples"",""Transform 1 unburnable garbage to 2 iron ore with Recycle specialty Pokemon""]",,in-collection,,materials_order,16,,,,,,,,[],[2222],https://pokopiadex.com/images/items/dream_ui/iron-ore.png,[],https://pokopiadex.com/items/iron-ore,pokopiadex_items_in_collection
placeable_item,702,Gold ore,gold-ore,Metal extracted from gold deposits. It glitters with a luxurious sheen.,Materials,[],"[""inspect shiny water ripples""]",,in-collection,,materials_order,17,,,,,,,,[],[2222],https://pokopiadex.com/images/items/dream_ui/gold-ore.png,[],https://pokopiadex.com/items/gold-ore,pokopiadex_items_in_collection
placeable_item,1069,Pokémetal fragment,pokemetal-fragment,"Colorful, sparkling metal extracted from Pokémetal deposits.",Materials,[],"[""Golden Pokeball hidden in mines above ladders going down""]",,in-collection,,materials_order,18,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/pokemetal-fragment.png,[],https://pokopiadex.com/items/pokemetal-fragment,pokopiadex_items_in_collection
placeable_item,1353,Rare Pokémetal fragment,rare-pokemetal-fragment,"This can sometimes be found in Pokémetal deposits. If you find one, consider yourself extremely lucky!",Materials,[],[],,in-collection,,materials_order,19,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/rare-pokemetal-fragment.png,[],https://pokopiadex.com/items/rare-pokemetal-fragment,pokopiadex_items_in_collection
placeable_item,986,Crystal fragment,crystal-fragment,"A piece of broken crystal. It's transparent, so you can see right through it.",Materials,[],"[""Use Rock Smash on blue crystals""]",,in-collection,,materials_order,20,,,,,,,,[],"[2211,2231]",https://pokopiadex.com/images/items/item_ui/crystal-fragment.png,[],https://pokopiadex.com/items/crystal-fragment,pokopiadex_items_in_collection
placeable_item,37,Lumber,lumber,"Wood that's been cut so it's easy to use. If you're making something out of wood, this is for you!",Materials,[],"[""Transform 1 small log to 5 lumber with Chop speciality Pokemon""]",,in-collection,,materials_order,21,20,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/lumber.png,[],https://pokopiadex.com/items/lumber,pokopiadex_items_in_collection
placeable_item,1104,Brick,brick,"Bricks made by baking clay. They're perfect for making buildings, roads and other structures.",Materials,[],"[""Transform 1 squishy clay to 2 bricks with Burn speciality Pokemon""]",,in-collection,,materials_order,22,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/brick.png,[],https://pokopiadex.com/items/brick,pokopiadex_items_in_collection
placeable_item,751,Copper ingot,copper-ingot,Copper that has been processed in a smelting furnace. It kinda looks like chocolate...,Materials,[],"[""Smelt Copper ore""]",,in-collection,,materials_order,23,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/copper-ingot.png,[],https://pokopiadex.com/items/copper-ingot,pokopiadex_items_in_collection
placeable_item,755,Iron ingot,iron-ingot,Iron that has been processed in a smelting furnace. It's really hard and super heavy.,Materials,[],"[""Smelt iron ore""]",,in-collection,,materials_order,24,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/iron-ingot.png,[],https://pokopiadex.com/items/iron-ingot,pokopiadex_items_in_collection
placeable_item,895,Gold ingot,gold-ingot,Gold that has been processed in a smelting furnace. Just looking at it makes you feel fancy.,Materials,[],[],,in-collection,,materials_order,25,,,,,,,,[],[2222],https://pokopiadex.com/images/items/item_ui/gold-ingot.png,[],https://pokopiadex.com/items/gold-ingot,pokopiadex_items_in_collection
placeable_item,380,Pokémetal,pokemetal,"Made from smelted Pokemetal fragments, these can be used to make various items.",Materials,[],"[""Golden Pokeball hidden in cave in hill in front of Team Initiation building in Withered Wasteland"",""Golden Pokeball hidden in cave made for path to Team Initiation in Withered Wasteland"",""Golden Pokeball next to Rocky Ridges / Withered Wasteland area gate"",""Golden Pokeball on Museum second floor in Rocky Ridges"",""Smelt Pokemetal fragment"",""Golden Pokeball in Bleak Beach""]",,in-collection,,materials_order,26,200,,,80,,,,[],"[2200,2222]",https://pokopiadex.com/images/items/item_ui/pokemetal.png,[],https://pokopiadex.com/items/pokemetal,pokopiadex_items_in_collection
placeable_item,663,Rare Pokémetal,rare-pokemetal,"Made with smelted rare Pokemetal fragments, these can be used to make various items.",Materials,[],"[""Trade at PC""]",,in-collection,,materials_order,27,2000,2000,,40,,,,[],[],https://pokopiadex.com/images/items/item_ui/rare-pokemetal.png,[],https://pokopiadex.com/items/rare-pokemetal,pokopiadex_items_in_collection
placeable_item,1103,Glass,glass,"You can make glass by melting sand or sandstone in a furnace, or obtain it by smashing broken windows.",Materials,[],[],,in-collection,,materials_order,28,,,,,,,,[],[2211],https://pokopiadex.com/images/items/item_ui/glass.png,[],https://pokopiadex.com/items/glass,pokopiadex_items_in_collection
placeable_item,1102,Concrete,concrete,Made from a thick liquid that has hardened. This stuff is solid and super sturdy.,Materials,[],[],,in-collection,,materials_order,29,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/concrete.png,[],https://pokopiadex.com/items/concrete,pokopiadex_items_in_collection
placeable_item,1027,Paper,paper,Pristine white paper made from recycled wastepaper.,Materials,[],[],,in-collection,,materials_order,30,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/paper.png,[],https://pokopiadex.com/items/paper,pokopiadex_items_in_collection
placeable_item,1106,Tinkagear,tinkagear,A cool gear produced by Tinkaton. You can sense their dedication to the craft contained within it.,Materials,[],[],,in-collection,,materials_order,31,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/tinkagear.png,[],https://pokopiadex.com/items/tinkagear,pokopiadex_items_in_collection
placeable_item,1072,Strange strings,strange-strings,These strings make a cool sound when plucked. Use them to make guitars and bass guitars.,Materials,[],[],,in-collection,,materials_order,32,,,,,,,,[],[],https://pokopiadex.com/images/items/item_ui/strange-strings.png,[],https://pokopiadex.com/items/strange-strings,pokopiadex_items_in_collection
