kind,name,name_zh_hans,category,tag,selection_reasons,image_url,image_source,fallback_image_url,pokopiadex_slug,pokopiadex_category,pokopiadex_tags,infipoke_slug,infipoke_category,infipoke_tag,source_pages
decorative_item,Antique clock,古董钟,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/antique-clock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiqueclock.webp,antique-clock,Misc.,Toy,antiqueclock,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Antique closet,古董衣柜,Furniture,Decoration,infipoke_category:furniture;infipoke_tag:decoration;pokopiadex_category:furniture;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/antique-closet.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiquecloset.webp,antique-closet,Furniture,Decoration,antiquecloset,Furniture,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Antique dresser,古董梳妆台,Furniture,Toy,infipoke_category:furniture;infipoke_tag:toy;pokopiadex_category:furniture;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/antique-dresser.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiquedresser.webp,antique-dresser,Furniture,Toy,antiquedresser,Furniture,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Antique sofa,古董沙发,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/antique-sofa.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiquesofa.webp,antique-sofa,Furniture,Relaxation,antiquesofa,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Antique table,古董桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/antique-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiquetable.webp,antique-table,Furniture,,antiquetable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Antique wall (lower),古董墙（下）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/antique-wall-lower.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiquewall%28lower%29.webp,antique-wall-lower,Blocks,,antiquewall(lower),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Antique wall (middle),古董墙（中）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/antique-wall-middle.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiquewall%28middle%29.webp,antique-wall-middle,Blocks,,antiquewall(middle),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Antique wall (upper),古董墙（上）,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/antique-wall-upper.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/antiquewall%28upper%29.webp,antique-wall-upper,Blocks,,antiquewall(upper),Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Arcade machine,街机,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/arcade-machine.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/arcademachine.webp,arcade-machine,Misc.,Toy,arcademachine,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Arcanine doll,风速狗玩偶,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/arcanine-doll.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/arcaninedoll.webp,arcanine-doll,Misc.,Toy,arcaninedoll,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Arched tiling,拱形砖,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/arched-tiling.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/archedtiling.webp,arched-tiling,Blocks,Road,archedtiling,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Argyle print,菱格纹花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/argyle-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/argyleprint.webp,argyle-print,Blocks,,argyleprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Armor Fossil,盾甲化石,Other,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/armor-fossil.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/armorfossil.webp,armor-fossil,Other,Decoration,armorfossil,Other,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Arrow sign,箭头指示牌,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/arrow-sign.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/arrowsign.webp,arrow-sign,Outdoor,Decoration,arrowsign,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Asphalt road,柏油路,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/asphalt-road.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/asphaltroad.webp,asphalt-road,Blocks,Road,asphaltroad,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Audio mixer,调音台,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/audio-mixer.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/audiomixer.webp,audio-mixer,Misc.,Toy,audiomixer,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Auspicious Armor,祝庆铠甲,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/auspicious-armor.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/auspiciousarmor.webp,auspicious-armor,Misc.,Decoration,auspiciousarmor,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Avalugg Table,冰岩怪桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/avalugg-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/avaluggtable.webp,avalugg-table,Furniture,,avaluggtable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Balloons,气球,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/shop_ui/balloons.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/balloons.webp,balloons,Misc.,Toy,balloons,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Barrel,木桶,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/barrel.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/barrel.webp,barrel,Outdoor,Decoration,barrel,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Barren ordinary soil,荒芜普通泥土,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/barren-ordinary-soil.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/barrenordinarysoil.webp,barren-ordinary-soil,Blocks,,barrenordinarysoil,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Barren pure-white soil,荒芜纯白泥土,Blocks,,infipoke_category:blocks,https://infipoke.com/img/pokopia/items/barrenpure-whitesoil.webp,infipoke_items,,,,,barrenpure-whitesoil,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Barren striped soil,荒芜条纹泥土,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/barren-striped-soil.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/barrenstripedsoil.webp,barren-striped-soil,Blocks,,barrenstripedsoil,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bathtime set,沐浴套装,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/bathtime-set.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bathtimeset.webp,bathtime-set,Misc.,Toy,bathtimeset,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bathtub,浴缸,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/bathtub.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bathtub.webp,bathtub,Misc.,Decoration,bathtub,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Beach chair,沙滩椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/beach-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/beachchair.webp,beach-chair,Furniture,Relaxation,beachchair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Beach sand,海滩沙子,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/beach-sand.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/beachsand.webp,beach-sand,Blocks,,beachsand,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bell,钟,Outdoor,Toy,pokopiadex_tag:toy,https://pokopiadex.com/images/items/crafting_ui/bell.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bell.webp,bell,Outdoor,Toy,bell,Outdoor,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry basket,树果篮,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/crafting_ui/berry-basket.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrybasket.webp,berry-basket,Misc.,Decoration,berrybasket,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry bed,树果床,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/berry-bed.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrybed.webp,berry-bed,Furniture,Relaxation,berrybed,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry case,树果箱,Furniture,Decoration,infipoke_category:furniture;infipoke_tag:decoration;pokopiadex_category:furniture;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/berry-case.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrycase.webp,berry-case,Furniture,Decoration,berrycase,Furniture,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry chair,树果椅,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/berry-chair.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrychair.webp,berry-chair,Furniture,Relaxation,berrychair,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry clock,树果钟,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/berry-clock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berryclock.webp,berry-clock,Misc.,Toy,berryclock,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry hanging lamp,树果吊灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/berry-hanging-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berryhanginglamp.webp,berry-hanging-lamp,Utilities,Decoration,berryhanginglamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry print,树果花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/berry-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berryprint.webp,berry-print,Blocks,,berryprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry table,树果桌,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/berry-table.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrytable.webp,berry-table,Furniture,,berrytable,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry table lamp,树果台灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/berry-table-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrytablelamp.webp,berry-table-lamp,Utilities,Decoration,berrytablelamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Berry wall decoration,树果墙饰,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/berry-wall-decoration.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/berrywalldecoration.webp,berry-wall-decoration,Misc.,Decoration,berrywalldecoration,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Big drum,大鼓,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/big-drum.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bigdrum.webp,big-drum,Misc.,Toy,bigdrum,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Big Nugget,巨型金珠,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/big-nugget.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bignugget.webp,big-nugget,Misc.,Toy,bignugget,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Big storage box,大型收纳箱,Furniture,,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/crafting_ui/big-storage-box.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bigstoragebox.webp,big-storage-box,Furniture,,bigstoragebox,Furniture,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bike,自行车,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/bike.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bike.webp,bike,Outdoor,Toy,bike,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Black cliff rock,黑色悬崖岩石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/black-cliff-rock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blackcliffrock.webp,black-cliff-rock,Blocks,,blackcliffrock,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Black rock,黑色岩石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/black-rock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blackrock.webp,black-rock,Blocks,,blackrock,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Black spotted cliff rock,黑色斑纹悬崖岩石,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/black-spotted-cliff-rock.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blackspottedcliffrock.webp,black-spotted-cliff-rock,Blocks,,blackspottedcliffrock,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Blank canvas,空白画布,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/blank-canvas.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/blankcanvas.webp,blank-canvas,Outdoor,Decoration,blankcanvas,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Blue meteor lamp,蓝色流星灯,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/blue-meteor-lamp.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bluemeteorlamp.webp,blue-meteor-lamp,Utilities,Decoration,bluemeteorlamp,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bonfire,篝火,Outdoor,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/shop_ui/bonfire.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bonfire.webp,bonfire,Outdoor,Decoration,bonfire,Outdoor,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Boo-in-the-box,惊吓盒,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/boo-in-the-box.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/boo-in-the-box.webp,boo-in-the-box,Misc.,Toy,boo-in-the-box,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Book,书本,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/book.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/book.webp,book,Misc.,Toy,book,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Book pile,书堆,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/book-pile.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bookpile.webp,book-pile,Misc.,Toy,bookpile,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bookcase,书柜,Misc.,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/bookcase.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bookcase.webp,bookcase,Misc.,Decoration,bookcase,Misc.,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bouncy blue bathtub,弹弹蓝浴缸,Misc.,Toy,infipoke_tag:toy;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/bouncy-blue-bathtub.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bouncybluebathtub.webp,bouncy-blue-bathtub,Misc.,Decoration,bouncybluebathtub,Misc.,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Box sofa,箱型沙发,Furniture,Relaxation,infipoke_category:furniture;pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/box-sofa.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/boxsofa.webp,box-sofa,Furniture,Relaxation,boxsofa,Furniture,Relaxation,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Brick flooring,砖块地板,Blocks,Road,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/brick-flooring.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/brickflooring.webp,brick-flooring,Blocks,Road,brickflooring,Blocks,Road,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Brick wall,砖墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/crafting_ui/brick-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/brickwall.webp,brick-wall,Blocks,,brickwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Broken-tiling wall,碎瓷砖墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/broken-tiling-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/broken-tilingwall.webp,broken-tiling-wall,Blocks,,broken-tilingwall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bronze wall,青铜墙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/bronze-wall.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bronzewall.webp,bronze-wall,Blocks,,bronzewall,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bubble print,气泡花纹,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/bubble-print.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bubbleprint.webp,bubble-print,Blocks,,bubbleprint,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Bumpy beach sand,凹凸海沙,Blocks,,infipoke_category:blocks;pokopiadex_category:blocks,https://pokopiadex.com/images/items/item_ui/bumpy-beach-sand.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/bumpybeachsand.webp,bumpy-beach-sand,Blocks,,bumpybeachsand,Blocks,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Camping chair,,Furniture,Relaxation,pokopiadex_category:furniture,https://pokopiadex.com/images/items/item_ui/camping-chair.png,pokopiadex_items,,camping-chair,Furniture,Relaxation,,,,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Cannon,大炮,Outdoor,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/crafting_ui/cannon.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cannon.webp,cannon,Outdoor,Toy,cannon,Outdoor,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Canoe,独木舟,Outdoor,Toy,infipoke_tag:toy;pokopiadex_tag:toy,https://pokopiadex.com/images/items/item_ui/canoe.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/canoe.webp,canoe,Outdoor,Toy,canoe,Outdoor,Toy,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
decorative_item,Card reader,读卡器,Utilities,Decoration,infipoke_tag:decoration;pokopiadex_tag:decoration,https://pokopiadex.com/images/items/item_ui/card-reader.png,pokopiadex_items,https://infipoke.com/img/pokopia/items/cardreader.webp,card-reader,Utilities,Decoration,cardreader,Utilities,Decoration,https://pokopiadex.com/items;https://infipoke.com/zh/game/pokopia/items
